venue,title,authors,abstract,year,link,doi,pages,rank,peer_reviewed,area,gpt_confidence,gpt_note,file,original,type,publisher,acronym
European Radiology,"Intra-arterial therapy of neuroendocrine tumour liver metastases: comparing conventional TACE, drug-eluting beads TACE and yttrium-90 radioembolisation as treatment options using a propensity score analysis model","Do Minh, Duc;Chapiro, Julius;Gorodetski, Boris;Huang, Qiang;Liu, Cuihong;Smolka, Susanne;Savic, Lynn Jeanette;Wainstejn, David;Lin, MingDe;Schlachter, Todd;Gebauer, Bernhard;Geschwind, Jean-François","Objectives To compare efficacy, survival outcome and prognostic factors of conventional transarterial chemoembolisation( cTACE) , drug-eluting beads TACE( DEB-TACE) and yttrium-90 radioembolisation( Y90) for the treatment of liver metastases from gastroenteropancreatic( GEP) neuroendocrine tumours( NELM). Methods This retrospective analysis included 192 patients( 58. 6 years mean age, 56% men) with NELM treated with cTACE( N = 122) , DEB-TACE( N = 26) or Y90( N = 44) between 2000 and 2014. Radiologic response to therapy was assessed according to Response Evaluation Criteria in Solid Tumours( RECIST) and World Health Organization( WHO) criteria using periprocedural MR imaging. Survival analysis included propensity score analysis( PSA) , median overall survival( MOS) , hepatic progression-free survival, Kaplan–Meier using log-rank test and the uniand multivariate Cox proportional hazards model( MVA). Results MOS of the entire study population was 28. 8 months. As for cTACE, DEB-TACE and Y90, MOS was 33. 8 months, 21. 7 months and 23. 6 months, respectively. According to the MVA, cTACE demonstrated a significantly longer MOS as compared to DEB-TACE( p <. 01) or Y90( p =. 02). The 5-year survival rate after initial cTACE, DEB-TACE and Y90 was 28. 2%, 10. 3% and 18. 5%, respectively. Conclusions Upon PSA, our study suggests significant survival benefits for patients treated with cTACE as compared to DEB-TACE and Y90. This data supports the therapeutic decision for cTACE as the primary intra-arterial therapy option in patients with unresectable NELM until proven otherwise. Key Points • cTACE achieved a significantly longer overall survival in patients with unresectable NELM. • Patients treated with cTACE showed a prolonged hepatic progression-free survival. • cTACE, DEB-TACE and Y90 radioembolisation demonstrated comparable safety and toxicity profiles. • Age >70 years, extrahepatic metastases and tumour burden >50% were identified as negative predictors. • Propensity score analysis suggests the superiority of cTACE over DEB-TACE and Y90.",2017,http://dx.doi.org/10.1007/s00330-017-4856-2,10.1007/s00330-017-4856-2,10,top-tier,yes,radiology and medical imaging,1,European Radiology is a highly respected journal in the field of radiology and medical imaging. It is peer-reviewed and is considered top-tier due to its stringent review process and impact in the medical imaging research community.,springnature_venues.csv,European Radiology,Article,Springer,NA
European Radiology,Intra-individual consistency of spectral detector CT-enabled iodine quantification of the vascular and renal blood pool,"Lennartz, Simon;Abdullayev, Nuran;Zopfs, David;Borggrefe, Jan;Neuhaus, Victor-Frederic;Persigehl, Thorsten;Haneder, Stefan;Große Hokamp, Nils","Objectives The objective of this study was to evaluate the intra-individual, longitudinal consistency of iodine measurements regarding the vascular and renal blood pool in patients that underwent repetitive spectral detector computed tomography( SDCT) examinations to evaluate their utility for oncologic imaging. Methods Seventy-nine patients with two( n = 53) or three( n = 26) clinically indicated biphasic SDCT scans of the abdomen were retrospectively included. ROI-based measurements of Hounsfield unit( HU) attenuation in conventional images and iodine concentration were performed by an experienced radiologist in the following regions( two ROIs each) : abdominal aorta, vena cava inferior, portal vein, and renal cortices. Modified variation coefficients( MVCs) were computed to assess intra-individual longitudinal between the different time points. Results Variation of HU attenuation and iodine concentration measurements was significantly lower in the venous than in the arterial phase images( attenuation/iodine concentration: arterial − 4. 2/− 3. 9, venous 0. 4/1. 0; p ≤ 0. 05). Regarding attenuation in conventional images of the arterial phase, the median MVC was − 1. 8( − 20. 5–21. 3) % within the aorta and − 6. 5( − 44. 0–25. 0) % within the renal cortex while in the portal venous phase, it was 0. 62( − 11. 1–11. 7) % and − 1. 6( − 16. 2–10. 6) %, respectively. Regarding iodine concentration, MVC for arterial phase was − 2. 5( − 22. 9–28. 4) % within the aorta and − 5. 8( − 55. 9–29. 6) % within the renal cortex. The referring MVCs of the portal venous phase were − 0. 7( − 17. 9–16. 9) % and − 2. 6( − 17. 6–12. 5) %. Conclusions Intra-individual iodine quantification of the vascular and cortical renal blood pool at different time points works most accurately in venous phase images whereas measurements conducted in arterial phase images underlay greater variability. Key Points • There is an intra-individual, physiological variation in iodine map measurements from dual-energy computed tomography. • This variation is smaller in venous phase examinations compared with arterial phase and therefore venous phase images should be preferred to minimize this intra-individual variation. • Care has to be taken, when considering iodine measurements for clinical decision-making, particularly in the context of oncologic initial or follow-up imaging.",2019,http://dx.doi.org/10.1007/s00330-019-06266-w,10.1007/s00330-019-06266-w,9,top-tier,yes,radiology and medical imaging,1,European Radiology is a highly respected journal in the field of radiology and medical imaging. It is peer-reviewed and is considered top-tier due to its stringent review process and impact in the medical imaging research community.,springnature_venues.csv,European Radiology,Article,Springer,NA
European Radiology,Intratumoral and peritumoral MRI radiomics nomogram for predicting parametrial invasion in patients with early-stage cervical adenocarcinoma and adenosquamous carcinoma,"Xiao, Mei Ling;Fu, Le;Wei, Yan;Liu, Ai E;Cheng, Jie Jun;Ma, Feng Hua;Li, Hai Ming;Li, Yong Ai;Lin, Zi Jing;Zhang, Guo Fu;Qiang, Jin Wei","Objective To develop a comprehensive nomogram based on MRI intraand peritumoral radiomics signatures and independent risk factors for predicting parametrial invasion( PMI) in patients with early-stage cervical adenocarcinoma( AC) and adenosquamous carcinoma( ASC). Methods A total of 460 patients with IB to IIB cervical AC and ASC who underwent preoperative MRI examination and radical trachelectomy/hysterectomy were retrospectively enrolled and divided into primary, internal validation, and external validation cohorts. The original( Ori) and wavelet( Wav) -transform features were extracted from the volumetric region of interest of the tumour( ROI-T) and 3mmand 5mm-peritumoral rings( ROI-3 and ROI-5) , respectively. Then the Ori and Ori-Wav feature-based radiomics signatures from the tumour( RST) and 3 mmand 5 mm-peritumoral regions( RS3 and RS5) were independently built and their diagnostic performances were compared to select the optimal ones. Finally, the nomogram was developed by integrating optimal intraand peritumoral signatures and clinical independent risk factors based on multivariable logistic regression analysis. Results FIGO stage, disruption of the cervical stromal ring on MRI( DCSRMR) , parametrial invasion on MRI( PMIMR) , and serum CA-125 were identified as independent risk factors. The nomogram constructed by integrating independent risk factors, Ori-Wav feature-based RST, and RS5 yielded AUCs of 0. 874( 0. 810–0. 922) , 0. 885( 0. 834–0. 924) , and 0. 966( 0. 887–0. 995) for predicting PMI in the primary, internal and external validation cohorts, respectively. Furthermore, the nomogram was superior to radiomics signatures and clinical model for predicting PMI in three cohorts. Conclusion The nomogram can preoperatively, accurately, and noninvasively predict PMI in patients with early-stage cervical AC and ASC. Clinical relevance statement The nomogram can preoperatively, accurately, and noninvasively predict PMI and facilitate precise treatment decisions regarding chemoradiotherapy or radical hysterectomy in patients with early-stage cervical AC and ASC. Key Points The accurate preoperative prediction of PMI in early-stage cervical AC and ASC can facilitate precise treatment decisions regarding chemoradiotherapy or radical hysterectomy. The nomogram integrating independent risk factors, Ori-Wav feature-based RST, and RS5 can preoperatively, accurately, and noninvasively predict PMI in early-stage cervical AC and ASC. The nomogram was superior to radiomics signatures and clinical model for predicting PMI in early-stage cervical AC and ASC.",2024,http://dx.doi.org/10.1007/s00330-023-10042-2,10.1007/s00330-023-10042-2,10,top-tier,yes,radiology and medical imaging,1,European Radiology is a highly respected journal in the field of radiology and medical imaging. It is peer-reviewed and is considered top-tier due to its stringent review process and impact in the medical imaging research community.,springnature_venues.csv,European Radiology,Article,Springer,NA
European Radiology,Intratumoral and peritumoral radiomics for preoperative prediction of neoadjuvant chemotherapy effect in breast cancer based on contrast-enhanced spectral mammography,"Mao, Ning;Shi, Yinghong;Lian, Chun;Wang, Zhongyi;Zhang, Kun;Xie, Haizhu;Zhang, Haicheng;Chen, Qianqian;Cheng, Guanxun;Xu, Cong;Dai, Yi","Objective To investigative the performance of intratumoral and peritumoral radiomics based on contrast-enhanced spectral mammography( CESM) to preoperatively predict the effect of the neoadjuvant chemotherapy( NAC) of breast cancers. Materials and methods A total of 118 patients with breast cancer who underwent preoperative CESM and NAC from July 2017 to June 2020 were retrospectively analyzed, and the patients were grouped into training( n = 81) and test sets( n = 37) according to the CESM examination time. NAC effect for each patient was assessed by pathology. Intratumoral and peritumoral radiomics features were extracted from CESM images, and feature selection was performed through the Mann–Whitney U test and least absolute shrinkage and selection operator regression( LASSO). Five radiomics signatures based on intratumoral regions, 5-mm peritumoral regions, 10-mm peritumoral regions, intratumoral regions + 5-mm peritumoral regions, and intratumoral regions + 10-mm peritumoral regions were calculated through a linear combination of selected features weighted by their respective coefficients. The prediction performance of radiomics signatures was assessed by the area under the receiver operator characteristic( ROC) curve, the precision-recall( P-R) curve, the calibration curve, and decision curve analysis( DCA). Results Ten radiomics features were selected to establish the radiomics signature of intratumoral regions + 5-mm peritumoral regions, which yielded a maximum AUC of 0. 85( 95% CI, 0. 72–0. 98) in the test set. The calibration curves, P-R curves, and DCA showed favorable predictive performance of the five radiomics signatures. Conclusion The intratumoral and peritumoral radiomics based on CESM exhibited potential for predicting the NAC effect in breast cancer, which could guide treatment decisions. Key Points • The intratumoral and peritumoral CESM-based radiomics signatures show good performance in predicting the NAC effect in breast cancer.",2022,http://dx.doi.org/10.1007/s00330-021-08414-7,10.1007/s00330-021-08414-7,12,top-tier,yes,radiology and medical imaging,1,European Radiology is a highly respected journal in the field of radiology and medical imaging. It is peer-reviewed and is considered top-tier due to its stringent review process and impact in the medical imaging research community.,springnature_venues.csv,European Radiology,Article,Springer,NA
European Radiology,Is the future of breast imaging with AI?,"Fuchsjäger, Michael",NA,2019,http://dx.doi.org/10.1007/s00330-019-06286-6,10.1007/s00330-019-06286-6,2,top-tier,yes,radiology and medical imaging,1,European Radiology is a highly respected journal in the field of radiology and medical imaging. It is peer-reviewed and is considered top-tier due to its stringent review process and impact in the medical imaging research community.,springnature_venues.csv,European Radiology,Article,Springer,NA
European Radiology,Letter to the Editor: “Percutaneous ultrasound-guided needle tenotomy for treatment of chronic tendinopathy and fasciopathy: a meta-analysis”,"Rhim, Hye Chang;Ha, Jane",NA,2024,http://dx.doi.org/10.1007/s00330-024-10876-4,10.1007/s00330-024-10876-4,1,top-tier,yes,radiology and medical imaging,1,European Radiology is a highly respected journal in the field of radiology and medical imaging. It is peer-reviewed and is considered top-tier due to its stringent review process and impact in the medical imaging research community.,springnature_venues.csv,European Radiology,Article,Springer,NA
European Radiology,Leveraging deep learning for more accurate prediction of lung microwave ablation zones,"Graur, Alexander;Alici, Cagatay;Fintelmann, Florian J.",NA,2024,http://dx.doi.org/10.1007/s00330-024-10995-y,10.1007/s00330-024-10995-y,1,top-tier,yes,radiology and medical imaging,1,European Radiology is a highly respected journal in the field of radiology and medical imaging. It is peer-reviewed and is considered top-tier due to its stringent review process and impact in the medical imaging research community.,springnature_venues.csv,European Radiology,Article,Springer,NA
European Radiology,Limited clinical value of two consecutive post-transplant renal scintigraphy procedures,"Benjamens, Stan;Pol, Robert A.;Berger, Stefan P.;Glaudemans, Andor W. J. M.;Dibbets-Schneider, Petra;Slart, Riemer H. J. A.;Geus-Oei, Lioe-Fee","Objectives Duration of delayed graft function( DGF) and length of hospital stay( LOS) are outcomes of interest in an era that warrants increased efficacy of transplant care whereas renal allografts originate increasingly from marginal donors. While earlier studies investigate the predictive capability of a single renal scintigraphy, this study focuses on the value for both DGF duration and LOS of consecutively performed scintigraphies. Methods From 2011 to 2014, renal transplant recipients referred for a Tc-99m MAG3 renal scintigraphy were included in a single-center retrospective study. Primary endpoints were DGF duration and LOS. Both the first( ≤ 3 days) and second scintigraphies( 3–7 days after transplantation) were analyzed using a 4-grade qualitative scale and quantitative indices( TFS, cTER, MUC10, average upslope). Results We evaluated 200 first and 108( 54%) consecutively performed scintigraphies. The Kaplan-Meier curves for DGF duration and qualitative grading of the first and second scintigraphy showed significant differences between the grades( p < 0. 01). The Kaplan-Meier curve for the delta grades between these procedures( lower, equal, or higher grade) did not show significant differences( p = 0. 18). Multivariate analysis showed a significant association between the qualitative grades, from the first and second scintigraphy, and DGF duration, HR 1. 8( 1. 4–2. 2, p < 0. 01) and 2. 8( 1. 8–4. 3, p < 0. 01) , respectively. Conclusions Qualitative grades of single renal scintigraphies, performed within 7 days after transplantation, can be used to make a reliable image-guided decision on the need for dialysis and to predict LOS. A consecutive renal scintigraphy, however, did not show an additional value in the assessment of DGF. Key Points • Post-transplant renal scintigraphy procedures provide information to predict delayed graft function duration and length of hospital stay. • Performing two consecutive renal scintigraphy procedures within 1 week after transplantation does not strengthen the prediction of delayed graft function duration and length of hospital stay. • Single renal scintigraphy procedures can be used to provide clinicians and patients with a reliable indication of the need for dialysis after transplantation and the expected duration of hospitalization.",2020,http://dx.doi.org/10.1007/s00330-019-06334-1,10.1007/s00330-019-06334-1,8,top-tier,yes,radiology and medical imaging,1,European Radiology is a highly respected journal in the field of radiology and medical imaging. It is peer-reviewed and is considered top-tier due to its stringent review process and impact in the medical imaging research community.,springnature_venues.csv,European Radiology,Article,Springer,NA
European Symposium on Research in Computer Security,Privacy-Preserving Decision Trees Evaluation via Linear Functions,"Tai, Raymond K. H.;Ma, Jack P. K.;Zhao, Yongjun;Chow, Sherman S. M.","The combination of cloud-based computing paradigm and machine learning algorithms has enabled many complex analytic services, such as face recognition in a crowd or valuation of immovable properties. Companies can charge clients who do not have the expertise or resource to build such complex models for the prediction or classification service. In this work, we focus on machine learning classification with decision tree( or random forests) as the analytic model, which is popular for its effectiveness and simplicity. We propose privacy-preserving decision tree evaluation protocols which hide the sensitive inputs( model and query) from the counterparty. Comparing with the state-of-the-art, we made a significant improvement in efficiency by cleverly exploiting the structure of decision trees, which avoids an exponential number of encryptions in the depth of the decision tree. Our experiment results show that our protocols are especially efficient for deep but sparse decision trees, which are typical for classification models trained from real datasets, ranging from cancer diagnosis to spam classification.",2017,http://dx.doi.org/10.1007/978-3-319-66399-9_27,10.1007/978-3-319-66399-9_27,NA,top-tier,yes,"computer security, cryptography",1,"The European Symposium on Research in Computer Security (ESORICS) is a leading conference in the field of information and computer security, known for publishing high-quality peer-reviewed research.",springnature_venues.csv,Computer Security – ESORICS 2017,Chapter ConferencePaper,Springer,NA
European Symposium on Research in Computer Security,Private Decision Tree Evaluation with Malicious Security via Function Secret Sharing,"Fu, Jiaxuan;Cheng, Ke;Xia, Yuheng;Song, Anxiao;Li, Qianxing;Shen, Yulong","Private Decision Tree Evaluation( PDTE) allows the client to use a decision tree classification model on the server to classify their private data, without revealing the data or the classification results to the server. Recent advancements in PDTE have greatly enhanced its effectiveness in scenarios involving semi-honest security, offering a viable and secure alternative to traditional, less secure approaches for decision tree evaluation. However, this model of semi-honest security may not always align well with real-world problems. In this work, we present FSSTree, a malicious-secure three-party PDTE protocol using function secret sharing( FSS). FSSTree achieves its high performance against malicious adversaries via several innovative cryptographic designs. Especially, 1) we transform a comparison operation into a prefix parity query problem, allowing us to implement malicious-secure comparisons rapidly using lightweight and verifiable FSS. 2) Building upon this, we further propose a constant-round protocol for securely evaluating Conditional Oblivious Selection( COS). 3) We utilize these optimized protocols to enhance the PDTE processes, achieving a considerable decrease in both communication costs and the number of rounds. The experimental results show that FSSTree reduces the runtime in a WAN environment by up to $$22. 3\\times $$ 22. 3 × times and saves up to $$4. 1 \\times $$ 4. 1 × the communication cost compared to the state-of-the-art work.",2024,http://dx.doi.org/10.1007/978-3-031-70890-9_16,10.1007/978-3-031-70890-9_16,NA,top-tier,yes,computer security,0.95,"ESORICS is a prominent conference in the field of computer security, commonly recognized as top-tier due to its rigorous peer-review process and high impact on the academic community.",springnature_venues.csv,Computer Security – ESORICS 2024,Chapter ConferencePaper,Springer,NA
European Symposium on Research in Computer Security,ProxyKiller: An Anonymous Proxy Traffic Attack Model Based on Traffic Behavior Graphs,"Xu, Hongbo;Cheng, Zhenyu;Li, Shuhao;Wang, Chenxu;Sun, Peishuai;Xie, Jiang;Liu, Qingyun","As common tools for evading censorship and protecting privacy, anonymous proxies are widely favored for their lightweight and easy deployment. In recent years, anonymous proxies have continually evolved regarding traffic obfuscation and masking strategies. Due to the lack of design targeting the connection behavior features of different proxy flows, current methods for proxy traffic identification often suffer from high false positive rates. Consequently, these methods are insufficient for real-world applications. This masks the deficiencies of existing anonymous proxy technologies in combating detection models based on flow relationship analysis. To address the issues mentioned, we introduce a novel proxy traffic attack model called ProxyKiller based on multi-flow connection behavior features. After obtaining the original PCAP traffic files, ProxyKiller constructs traffic behavior graphs using extracted temporal, spatial, content, and specially designed byte features. Subsequently, ProxyKiller extracts latent topological structure features through graph neural networks, integrates them into a unified graph-level representation vector, and obtains prediction results for each traffic behavior graph through a random forest model. Finally, ProxyKiller implements a global decision-making mechanism from a traffic graph correlation perspective to correct prediction results for related traffic behavior graphs. Experimental results on three real-world datasets demonstrate that ProxyKiller outperforms several state-of-the-art traffic classification methods and shows robustness in various proxy traffic classification tasks. These results indicate that current anonymous proxies exhibit certain vulnerabilities when countering traffic analysis methods based on traffic behavior graph structure.",2024,http://dx.doi.org/10.1007/978-3-031-70890-9_9,10.1007/978-3-031-70890-9_9,NA,top-tier,yes,computer security,0.95,"ESORICS is a prominent conference in the field of computer security, commonly recognized as top-tier due to its rigorous peer-review process and high impact on the academic community.",springnature_venues.csv,Computer Security – ESORICS 2024,Chapter ConferencePaper,Springer,NA
European Symposium on Research in Computer Security,Puncturable Proxy Re-Encryption Supporting to Group Messaging Service,"Phuong, Tran Viet Xuan;Susilo, Willy;Kim, Jongkil;Yang, Guomin;Liu, Dongxi","This work envisions a new encryption primitive for many-to-many paradigms such as group messaging systems. Previously, puncturable encryption( PE) was introduced to provide forward security for asynchronous messaging services. However, existing PE schemes were proposed only for one-to-one communication, and causes a significant overhead for a group messaging system. In fact, the group communication over PE can only be achieved by encrypting a message multiple times for each receiver by the sender’s device, which is usually suitable to restricted resources such as mobile phones or sensor devices. Our new suggested scheme enables to re-encrypt ciphertexts of puncturable encryption by a message server( i. e. , a proxy) so that computationally heavy operations are delegated to the server who has more powerful processors and a constant power source. We then proposed a new Puncturable Proxy Re-Encryption( PPRE) scheme. The scheme is inspired by unidirectional proxy re-encryption( UPRE) , which achieves forward secrecy through fine-grained revocation of decryption capability by integrating the PE scheme. This paper first presents a forward secure PPRE in the group messaging service. Our scheme is IND-CCA secure under 3-weak Decision Bilinear Diffie-Hellman Inversion assumption.",2019,http://dx.doi.org/10.1007/978-3-030-29959-0_11,10.1007/978-3-030-29959-0_11,NA,top-tier,yes,computer security,0.9,"ESORICS (European Symposium on Research in Computer Security) is a well-regarded conference in the field of computer security, considered a top-tier venue. It is peer-reviewed and respected for high-quality research contributions in computer security.",springnature_venues.csv,Computer Security – ESORICS 2019,Chapter ConferencePaper,Springer,NA
Experimental Economics,( Not) alone in the world: Cheating in the presence of a virtual observer,"Mol, Jantsje M.;Heijden, Eline C. M.;Potters, Jan J. M.","We conducted an experiment in a high-immersive virtual reality environment to study the effect of the presence of a virtual observer on cheating behavior. Participants were placed in a virtual room and played 30 rounds of a cheating game without a chance of their cheating being detected. We varied whether or not a virtual observer( an avatar) was present in the room, and, if so, whether the avatar was actively staring at the decision maker or passively seated in a corner watching his smartphone. Results display significantly less cheating with an active than with a passive avatar, but not less cheating than in a control condition without an avatar. This suggests that an active( virtual) observer can intensify reputational concerns, but that the presence of someone passive and uninterested may actually alleviate such concerns.",2020,http://dx.doi.org/10.1007/s10683-020-09644-0,10.1007/s10683-020-09644-0,17,top-tier,yes,economics,0.9,"""Experimental Economics"" is a leading journal in the field of economics that focuses on the use of experimental methods. It is a peer-reviewed publication, indicating high academic standards, and is widely regarded as a top-tier venue in its field.",springnature_venues.csv,Experimental Economics,Article,Springer,NA
Experimental Economics,Ambiguity and enforcement,"Calford, Evan M.;DeAngelo, Gregory","Law enforcement officials face numerous decisions regarding their enforcement choices. One important decision, that is often controversial, is the amount of knowledge that law enforcement distributes to the community regarding their policing strategies. Assuming the goal is to minimize criminal activity( alternatively, maximize citation rates) , our theoretical analysis suggests that agencies should reveal( shroud) their resource allocation if criminals are uncertainty seeking, and shroud( reveal) their allocation if criminals are uncertainty averse. We run a laboratory experiment to test our theoretical framework, and find that enforcement behavior is approximately optimal given the observed non-expected utility uncertainty preferences of criminals.",2023,http://dx.doi.org/10.1007/s10683-022-09755-w,10.1007/s10683-022-09755-w,34,top-tier,yes,economics,0.9,"""Experimental Economics"" is a leading journal in the field of economics that focuses on the use of experimental methods. It is a peer-reviewed publication, indicating high academic standards, and is widely regarded as a top-tier venue in its field.",springnature_venues.csv,Experimental Economics,Article,Springer,NA
Experimental Economics,"Asymmetric firms, technology sharing and R&D investment","Roelofs, Matthew R.;Østbye, Stein E.;Heen, Eirik E.","We use a combination of theory and experiment to study the incentives for firms to share knowledge when they engage in research and development( R&D) in an uncertain environment. We consider both symmetric and asymmetric starting points with regards to the amount of initial knowledge firms have before conducting R&D and look at how differences in starting positions affect the willingness of firms to share knowledge. We investigate when and if firms find R&D cooperation beneficial and how investment in R&D is affected by the outcome of the sharing decisions. The experimental evidence shows that overall subjects tend to behave consistently with theoretical predictions for the sharing of knowledge, although leaders who are not compensated by a side payment from laggards are more willing to share than predicted by the theory, and leaders who are compensated are less willing. The data on investment suggests less investment with sharing than without, consistent with theory. Compared to exact numerical predictions, there is overinvestment or underinvestment except for symmetric firms under no sharing. All cases of overinvestment and underinvestment, regardless of sharing or not and regardless of starting positions, are well explained by smoothed-out best( quantal) responses.",2017,http://dx.doi.org/10.1007/s10683-016-9500-5,10.1007/s10683-016-9500-5,26,top-tier,yes,economics,0.9,"""Experimental Economics"" is a leading journal in the field of economics that focuses on the use of experimental methods. It is a peer-reviewed publication, indicating high academic standards, and is widely regarded as a top-tier venue in its field.",springnature_venues.csv,Experimental Economics,Article,Springer,NA
Experimental Economics,Avoiding the cost of your conscience: belief dependent preferences and information acquisition,"Rimbaud, Claire;Soldà, Alice","Pro-social individuals typically face a trade-off between their monetary incentives and their other-regarding preferences. When this is the case, they may be tempted to exploit the uncertainty in their decision environment to reconcile this trade-off. In this paper, we investigate whether individuals with belief-dependent preferences acquire information about others’ expectations in a self-serving way. We present a model of endogenous information acquisition and test our theoretical predictions in an online experiment based on a modified trust-game in which the trustee is uncertain about the trustor’s expectations. Our experimental design enables us to( 1) identify participants with belief-based preferences and( 2) investigate their information acquisition strategy. Consistent with our predictions for subjective belief-dependent preferences, we find that most individuals classified as belief-dependent strategically select their source of information to avoid the cost of their conscience.",2024,http://dx.doi.org/10.1007/s10683-024-09827-z,10.1007/s10683-024-09827-z,56,top-tier,yes,economics,0.9,"""Experimental Economics"" is a leading journal in the field of economics that focuses on the use of experimental methods. It is a peer-reviewed publication, indicating high academic standards, and is widely regarded as a top-tier venue in its field.",springnature_venues.csv,Experimental Economics,Article,Springer,NA
Formal Methods,Understanding Synthesized Reactive Systems Through Invariants,"Ehlers, Rüdiger","In many applications for which reactive synthesis is attractive, computed implementations need to have understandable behavior. While some existing synthesis approaches compute finite-state machines with a structure that supports their understandability, such approaches do not scale to specifications that can only be realized with a large number of states. Furthermore, asking the engineer to understand the internal structure of the implementation is unnecessary when only the behavior of the implementation is to be understood. In this paper, we present an approach to computing understandable safety invariants that every implementation satisfying a generalized reactivity( 1) specification needs to fulfill. Together with the safety part of the specification, the invariants completely define which transitions between input and output proposition valuations any correct implementation can take. We apply the approach in two case studies and demonstrate that the computed invariants highlight the strategic decisions that implementations for the given specification need to make, which not only helps the system designer with understanding what the specification entails, but also supports specification debugging.",2025,http://dx.doi.org/10.1007/978-3-031-71162-6_9,10.1007/978-3-031-71162-6_9,NA,top-tier,yes,"computer science, software engineering",0.9,"""Formal Methods"" is a respected journal focusing on formal techniques in computer science, with a rigorous peer-review process and known for publishing high-quality research, making it a top-tier venue in its field.",springnature_venues.csv,Formal Methods,Chapter ConferencePaper,Springer,NA
Formal Methods,Verifying Auto-generated C Code from Simulink,"Berger, Philipp;Katoen, Joost-Pieter;Ábrahám, Erika;Waez, Md Tawhid Bin;Rambow, Thomas","This paper presents our experience with formal verification of C code that is automatically generated from Simulink open-loop controller models. We apply the state-of-the-art commercial model checker BTC EmbeddedPlatform to two Ford R&D prototype case studies: a next-gen Driveline State Request and a next-gen E-Clutch Control. These case studies contain various features( decision logic, floating-point arithmetic, rate limiters and state-flow systems) implemented in discrete-time logic. The diverse features and the extensive use of floating-point variables make the formal code verification highly challenging. The paper reports our findings, identifies shortcomings and strengths of formal verification when adopted in an automotive setting. We also provide recommendations to tool developers and requirement engineers so as to integrate formal code verification into the automotive mass product development.",2018,http://dx.doi.org/10.1007/978-3-319-95582-7_18,10.1007/978-3-319-95582-7_18,NA,top-tier,yes,"computer science, software engineering",0.9,"""Formal Methods"" is a respected journal focusing on formal techniques in computer science, with a rigorous peer-review process and known for publishing high-quality research, making it a top-tier venue in its field.",springnature_venues.csv,Formal Methods,Chapter ConferencePaper,Springer,NA
Formal Methods in Computer-Aided Design,Formal Methods for Trused AI,Bettina Könighofer,"The enormous influence of systems deploying AI is contrasted by the growing concerns about their safety and the relative lack of trust by the society. This talk will focus on a few aspects of trustworthy AI: safety, accountability, and explainability. First, we will discuss recent work on evaluating safety for systems deploying deep learning, and correct-by-construction runtime assurance methods to enforce safety during runtime (aka shielding). For accountability, we outline the potential of formal computing tools to analyse the decisions of autonomous agents and to assign responsibility. Finally, we approach explainability from the automata learning perspective. We will discuss recent automata learning approaches which are able to learn compact probabilistic models for high-dimensional environments and outline how learned environmental models can effectively be used to understand and to evaluate the decisions of the agent.",2023,https://ieeexplore.ieee.org/document/10329391,10.34727/2023/isbn.978-3-85448-060-0_3,1,top-tier,yes,"formal methods, computer-aided design",0.9,FM-CAD is a leading conference in the formal methods and computer-aided verification community. It features high-quality research papers and is recognized for its rigorous peer-review process.,ieee_venues.csv,Formal Methods in Computer-Aided Design,NA,IEEE,NA
Formal Methods in Computer-Aided Design,Formal Methods with a Touch of Magic,Par Alizadeh Alamdari;Guy Avni;Thomas A. Henzinger;Anna Lukina,"Machine learning and formal methods have complimentary benefits and drawbacks. In this work, we address the controller-design problem with a combination of techniques from both fields. The use of black-box neural networks in deep reinforcement learning (deep RL) poses a challenge for such a combination. Instead of reasoning formally about the output of deep RL, which we call the wizard, we extract from it a decision-tree based model, which we refer to as the magic book. Using the extracted model as an intermediary, we are able to handle problems that are infeasible for either deep RL or formal methods by themselves. First, we suggest, for the first time, a synthesis procedure that is based on a magic book. We synthesize a stand-alone correct-by-design controller that enjoys the favorable performance of RL. Second, we incorporate a magic book in a bounded model checking (BMC) procedure. BMC allows us to find numerous traces of the plant under the control of the wizard, which a user can use to increase the trustworthiness of the wizard and direct further training.",2020,https://ieeexplore.ieee.org/document/9283628,10.34727/2020/isbn.978-3-85448-042-6_21,10,top-tier,yes,"formal methods, computer-aided design",0.9,FM-CAD is a leading conference in the formal methods and computer-aided verification community. It features high-quality research papers and is recognized for its rigorous peer-review process.,ieee_venues.csv,Formal Methods in Computer-Aided Design,NA,IEEE,NA
